frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
6153,  0,  246.080,  0.98,  1, 0.53, 0.11, 0.03, 0.10, 0.03, 0.35, 0.00, 0.00, 0.00, 0.00, 0.14, 0.00, 0.00, 0.00, 1.26, 0.06, 1.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
6154,  0,  246.120,  0.98,  1, 0.86, 0.22, 0.08, 0.13, 0.04, 0.23, 0.00, 0.00, 0.00, 0.00, 0.10, 0.00, 0.00, 0.00, 1.32, 0.00, 1.79, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
6155,  0,  246.160,  0.98,  1, 0.80, 0.22, 0.05, 0.13, 0.03, 0.09, 0.00, 0.00, 0.00, 0.00, 0.05, 0.31, 0.00, 0.14, 1.01, 0.07, 1.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
6156,  0,  246.200,  0.98,  1, 0.62, 0.11, 0.05, 0.07, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.62, 0.00, 0.39, 0.54, 0.16, 0.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
6157,  0,  246.240,  0.98,  1, 0.39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.04, 0.82, 0.00, 0.62, 0.00, 0.47, 0.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
6158,  0,  246.280,  0.98,  1, 0.40, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.21, 0.58, 0.03, 0.59, 0.00, 1.09, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
6159,  0,  246.320,  0.98,  1, 0.35, 0.00, 0.12, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.02, 0.30, 0.52, 0.03, 0.58, 0.00, 1.60, 0.52, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
6160,  0,  246.360,  0.98,  1, 0.20, 0.00, 0.14, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.02, 0.39, 0.47, 0.03, 0.63, 0.04, 1.70, 0.57, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
6161,  0,  246.400,  0.98,  1, 0.14, 0.00, 0.11, 0.15, 0.00, 0.00, 0.01, 0.03, 0.00, 0.02, 0.42, 0.49, 0.00, 0.51, 0.56, 1.40, 0.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
6162,  0,  246.440,  0.98,  1, 0.18, 0.00, 0.01, 0.19, 0.00, 0.00, 0.01, 0.07, 0.00, 0.00, 0.34, 0.27, 0.00, 0.28, 1.10, 1.16, 0.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
6163,  0,  246.480,  0.98,  1, 0.29, 0.00, 0.00, 0.26, 0.00, 0.00, 0.01, 0.07, 0.00, 0.00, 0.21, 0.19, 0.00, 0.00, 1.61, 1.23, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
6164,  0,  246.520,  0.98,  1, 0.25, 0.00, 0.00, 0.19, 0.00, 0.02, 0.00, 0.04, 0.00, 0.00, 0.00, 0.18, 0.00, 0.48, 1.16, 1.27, 0.34, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
6165,  0,  246.560,  0.92,  1, 0.29, 0.00, 0.00, 0.08, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.45, 0.00, 0.67, 0.66, 1.28, 0.39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00
6166,  0,  246.600,  0.98,  1, 0.39, 0.00, 0.00, 0.01, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.62, 0.01, 0.89, 0.14, 1.12, 0.47, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00
6167,  0,  246.640,  0.98,  1, 0.66, 0.03, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.83, 0.01, 0.69, 0.05, 1.01, 0.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00
6168,  0,  246.680,  0.98,  1, 0.65, 0.03, 0.00, 0.00, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.05, 0.62, 0.01, 0.65, 0.25, 1.05, 0.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00
6169,  0,  246.720,  0.98,  1, 0.58, 0.03, 0.00, 0.00, 0.01, 0.03, 0.02, 0.16, 0.00, 0.00, 0.31, 0.47, 0.00, 0.43, 0.67, 1.13, 0.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
6170,  0,  246.760,  0.98,  1, 0.43, 0.00, 0.00, 0.00, 0.01, 0.03, 0.07, 0.25, 0.00, 0.00, 0.49, 0.23, 0.00, 0.16, 1.16, 0.80, 0.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
6171,  0,  246.800,  0.98,  1, 0.31, 0.00, 0.00, 0.00, 0.01, 0.01, 0.07, 0.31, 0.00, 0.00, 0.67, 0.22, 0.00, 0.00, 1.39, 0.40, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6172,  0,  246.840,  0.98,  1, 0.20, 0.00, 0.00, 0.06, 0.00, 0.09, 0.07, 0.21, 0.00, 0.00, 0.58, 0.19, 0.03, 0.00, 1.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6173,  0,  246.880,  0.98,  1, 0.11, 0.00, 0.00, 0.19, 0.00, 0.16, 0.01, 0.30, 0.00, 0.00, 0.62, 0.19, 0.03, 0.00, 1.41, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6174,  0,  246.920,  0.98,  1, 0.07, 0.00, 0.00, 0.25, 0.00, 0.32, 0.01, 0.36, 0.00, 0.00, 0.51, 0.30, 0.03, 0.00, 1.23, 0.54, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6175,  0,  246.960,  0.98,  1, 0.02, 0.00, 0.04, 0.18, 0.00, 0.41, 0.00, 0.30, 0.00, 0.00, 0.45, 0.58, 0.00, 0.01, 0.81, 0.75, 0.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6176,  0,  247.000,  0.98,  1, 0.23, 0.09, 0.11, 0.06, 0.00, 0.51, 0.00, 0.12, 0.00, 0.00, 0.27, 0.82, 0.00, 0.07, 0.28, 0.79, 0.67, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
6177,  0,  247.040,  0.98,  1, 0.45, 0.12, 0.24, 0.00, 0.00, 0.48, 0.00, 0.00, 0.00, 0.00, 0.21, 0.95, 0.00, 0.07, 0.06, 0.52, 1.26, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
6178,  0,  247.080,  0.98,  1, 0.46, 0.12, 0.37, 0.00, 0.00, 0.50, 0.02, 0.00, 0.00, 0.00, 0.22, 0.94, 0.00, 0.06, 0.09, 0.58, 1.49, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
6179,  0,  247.120,  0.98,  1, 0.23, 0.03, 0.35, 0.00, 0.00, 0.40, 0.02, 0.00, 0.00, 0.00, 0.32, 0.95, 0.01, 0.00, 0.14, 0.66, 1.01, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
6180,  0,  247.160,  0.98,  1, 0.01, 0.00, 0.22, 0.00, 0.00, 0.30, 0.02, 0.00, 0.00, 0.01, 0.36, 0.98, 0.14, 0.09, 0.08, 0.60, 0.42, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
6181,  0,  247.200,  0.98,  1, 0.00, 0.00, 0.05, 0.00, 0.00, 0.14, 0.00, 0.00, 0.00, 0.01, 0.28, 0.93, 0.16, 0.20, 0.05, 0.47, 0.06, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
6182,  0,  247.240,  0.98,  1, 0.00, 0.00, 0.01, 0.00, 0.00, 0.10, 0.00, 0.00, 0.00, 0.01, 0.25, 0.91, 0.22, 0.32, 0.00, 0.35, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
6183,  0,  247.280,  0.98,  1, 0.00, 0.00, 0.01, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 0.15, 0.94, 0.23, 0.34, 0.00, 0.37, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
6184,  0,  247.320,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.11, 1.06, 0.43, 0.35, 0.00, 0.41, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
6185,  0,  247.360,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.07, 0.00, 1.19, 0.65, 0.42, 0.00, 0.43, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
6186,  0,  247.400,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.15, 0.00, 1.25, 0.75, 0.48, 0.00, 0.41, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
6187,  0,  247.440,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.23, 0.00, 1.21, 0.72, 0.55, 0.00, 0.34, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
6188,  0,  247.480,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.25, 0.00, 1.19, 0.61, 0.57, 0.00, 0.34, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
6189,  0,  247.520,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.22, 0.00, 1.17, 0.59, 0.58, 0.00, 0.40, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
6190,  0,  247.560,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.17, 0.01, 1.17, 0.62, 0.59, 0.00, 0.43, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
6191,  0,  247.600,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.15, 0.01, 1.11, 0.67, 0.56, 0.00, 0.42, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
6192,  0,  247.640,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.15, 0.01, 1.06, 0.67, 0.56, 0.00, 0.44, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
6193,  0,  247.680,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00, 1.02, 0.61, 0.54, 0.00, 0.52, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
6194,  0,  247.720,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.05, 0.08, 1.05, 0.48, 0.54, 0.00, 0.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
6195,  0,  247.760,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.08, 0.92, 0.26, 0.43, 0.08, 0.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
6196,  0,  247.800,  0.98,  1, 0.00, 0.00, 0.00, 0.03, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 0.08, 0.88, 0.09, 0.37, 0.15, 1.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
6197,  0,  247.840,  0.98,  1, 0.01, 0.00, 0.01, 0.03, 0.00, 0.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.83, 0.00, 0.19, 0.15, 1.67, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
6198,  0,  247.880,  0.98,  1, 0.38, 0.20, 0.08, 0.03, 0.00, 0.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.97, 0.00, 0.15, 0.15, 1.86, 0.86, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
6199,  0,  247.920,  0.98,  1, 0.70, 0.42, 0.19, 0.01, 0.00, 0.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.95, 0.00, 0.06, 0.34, 2.08, 1.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
6200,  0,  247.960,  0.98,  1, 0.70, 0.42, 0.19, 0.01, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.86, 0.00, 0.06, 0.61, 1.73, 1.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
6201,  0,  248.000,  0.98,  1, 0.32, 0.22, 0.13, 0.01, 0.00, 0.06, 0.00, 0.07, 0.00, 0.00, 0.05, 0.51, 0.00, 0.02, 0.87, 1.22, 0.49, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
6202,  0,  248.040,  0.98,  1, 0.01, 0.00, 0.01, 0.13, 0.00, 0.00, 0.00, 0.13, 0.00, 0.00, 0.17, 0.24, 0.00, 0.00, 0.85, 0.48, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
6203,  0,  248.080,  0.98,  1, 0.06, 0.10, 0.00, 0.28, 0.00, 0.00, 0.00, 0.13, 0.00, 0.00, 0.17, 0.00, 0.00, 0.00, 0.83, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
6204,  0,  248.120,  0.98,  1, 0.06, 0.10, 0.00, 0.46, 0.00, 0.00, 0.00, 0.07, 0.00, 0.00, 0.21, 0.00, 0.00, 0.00, 0.85, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6205,  0,  248.160,  0.98,  1, 0.09, 0.10, 0.00, 0.35, 0.00, 0.13, 0.00, 0.00, 0.00, 0.00, 0.26, 0.07, 0.00, 0.00, 0.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6206,  0,  248.200,  0.98,  1, 0.04, 0.00, 0.00, 0.26, 0.00, 0.13, 0.00, 0.00, 0.00, 0.00, 0.43, 0.06, 0.00, 0.00, 0.76, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6207,  0,  248.240,  0.98,  1, 0.04, 0.00, 0.00, 0.19, 0.00, 0.17, 0.00, 0.00, 0.00, 0.00, 0.33, 0.16, 0.00, 0.00, 0.71, 0.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6208,  0,  248.280,  0.98,  1, 0.00, 0.00, 0.00, 0.16, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.17, 0.15, 0.00, 0.03, 0.91, 1.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6209,  0,  248.320,  0.88,  1, 0.00, 0.00, 0.00, 0.11, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.18, 0.00, 0.03, 0.80, 1.43, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6210,  0,  248.360,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.04, 0.00, 0.00, 0.00, 0.12, 0.08, 0.00, 0.03, 0.91, 1.19, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6211,  0,  248.400,  0.98,  1, 0.00, 0.00, 0.00, 0.05, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.30, 0.02, 0.00, 0.00, 1.09, 0.82, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6212,  0,  248.440,  0.98,  1, 0.00, 0.00, 0.00, 0.05, 0.00, 0.00, 0.09, 0.00, 0.00, 0.00, 0.50, 0.00, 0.00, 0.00, 1.24, 0.52, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6213,  0,  248.480,  0.98,  1, 0.01, 0.00, 0.00, 0.05, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 0.49, 0.01, 0.00, 0.00, 1.26, 0.55, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6214,  0,  248.520,  0.98,  1, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 0.42, 0.01, 0.00, 0.00, 1.22, 0.82, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6215,  0,  248.560,  0.98,  1, 0.09, 0.00, 0.00, 0.08, 0.00, 0.00, 0.04, 0.00, 0.00, 0.00, 0.22, 0.08, 0.00, 0.26, 0.81, 1.12, 0.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6216,  0,  248.600,  0.92,  1, 0.10, 0.00, 0.00, 0.09, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.10, 0.11, 0.00, 0.49, 0.40, 1.28, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
6217,  0,  248.640,  0.92,  1, 0.01, 0.00, 0.00, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.11, 0.00, 0.75, 0.02, 1.28, 0.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
6218,  0,  248.680,  0.92,  1, 0.01, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.04, 0.00, 0.81, 0.03, 1.28, 0.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
6219,  0,  248.720,  0.92,  1, 0.08, 0.00, 0.00, 0.05, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.09, 0.01, 0.00, 0.58, 0.38, 1.22, 0.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
6220,  0,  248.760,  0.98,  1, 0.11, 0.00, 0.00, 0.05, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.15, 0.07, 0.00, 0.32, 0.66, 0.88, 0.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
6221,  0,  248.800,  0.98,  1, 0.15, 0.00, 0.00, 0.00, 0.00, 0.10, 0.03, 0.00, 0.00, 0.00, 0.15, 0.12, 0.00, 0.00, 0.92, 0.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6222,  0,  248.840,  0.98,  1, 0.14, 0.00, 0.00, 0.03, 0.00, 0.10, 0.02, 0.00, 0.00, 0.00, 0.06, 0.15, 0.00, 0.00, 0.97, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
