frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
6223,  0,  248.880,  0.98,  1, 0.10, 0.00, 0.00, 0.15, 0.01, 0.12, 0.01, 0.00, 0.00, 0.00, 0.18, 0.09, 0.00, 0.00, 1.19, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6224,  0,  248.920,  0.98,  1, 0.06, 0.00, 0.00, 0.18, 0.02, 0.02, 0.04, 0.00, 0.00, 0.00, 0.45, 0.03, 0.00, 0.00, 1.35, 0.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6225,  0,  248.960,  0.98,  1, 0.00, 0.00, 0.00, 0.18, 0.10, 0.22, 0.08, 0.12, 0.00, 0.08, 0.60, 0.19, 0.00, 0.24, 1.11, 0.82, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6226,  0,  249.000,  0.98,  1, 0.01, 0.00, 0.00, 0.11, 0.13, 0.37, 0.14, 0.20, 0.00, 0.08, 0.52, 0.33, 0.00, 0.40, 0.69, 1.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6227,  0,  249.040,  0.98,  1, 0.04, 0.00, 0.00, 0.08, 0.12, 0.39, 0.09, 0.20, 0.00, 0.08, 0.29, 0.37, 0.00, 0.55, 0.25, 1.63, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6228,  0,  249.080,  0.98,  1, 0.13, 0.00, 0.00, 0.11, 0.04, 0.19, 0.06, 0.09, 0.00, 0.00, 0.18, 0.29, 0.00, 0.42, 0.07, 1.35, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
6229,  0,  249.120,  0.98,  1, 0.21, 0.00, 0.00, 0.10, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.15, 0.25, 0.00, 0.32, 0.00, 0.95, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
6230,  0,  249.160,  0.98,  1, 0.19, 0.00, 0.00, 0.10, 0.00, 0.11, 0.02, 0.00, 0.00, 0.00, 0.23, 0.25, 0.00, 0.17, 0.58, 0.54, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6231,  0,  249.200,  0.98,  1, 0.16, 0.00, 0.00, 0.04, 0.00, 0.11, 0.05, 0.00, 0.00, 0.00, 0.27, 0.29, 0.00, 0.07, 0.81, 0.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6232,  0,  249.240,  0.98,  1, 0.15, 0.00, 0.00, 0.02, 0.00, 0.11, 0.10, 0.00, 0.00, 0.00, 0.19, 0.39, 0.00, 0.01, 0.98, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6233,  0,  249.280,  0.98,  1, 0.27, 0.00, 0.00, 0.03, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 0.07, 0.53, 0.00, 0.05, 0.48, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6234,  0,  249.320,  0.98,  1, 0.30, 0.00, 0.00, 0.03, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.57, 0.00, 0.05, 0.25, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6235,  0,  249.360,  0.98,  1, 0.21, 0.00, 0.00, 0.02, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.61, 0.00, 0.19, 0.14, 0.49, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6236,  0,  249.400,  0.98,  1, 0.08, 0.00, 0.00, 0.00, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.65, 0.00, 0.31, 0.19, 1.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
6237,  0,  249.440,  0.92,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.71, 0.00, 0.51, 0.24, 1.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
6238,  0,  249.480,  0.98,  1, 0.00, 0.00, 0.00, 0.01, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.71, 0.00, 0.53, 0.29, 1.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
6239,  0,  249.520,  0.98,  1, 0.00, 0.00, 0.01, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.69, 0.00, 0.39, 0.29, 1.36, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
6240,  0,  249.560,  0.98,  1, 0.00, 0.00, 0.01, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.73, 0.00, 0.24, 0.40, 1.54, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
6241,  0,  249.600,  0.98,  1, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.79, 0.00, 0.20, 0.44, 1.70, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
6242,  0,  249.640,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.91, 0.00, 0.28, 0.51, 1.71, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
6243,  0,  249.680,  0.98,  1, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.96, 0.00, 0.22, 0.52, 1.32, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
6244,  0,  249.720,  0.98,  1, 0.16, 0.00, 0.00, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.91, 0.00, 0.17, 0.46, 0.72, 0.70, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
6245,  0,  249.760,  0.98,  1, 0.19, 0.00, 0.00, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 0.24, 0.85, 0.00, 0.07, 0.36, 0.28, 0.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
6246,  0,  249.800,  0.98,  1, 0.17, 0.00, 0.00, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 0.48, 0.62, 0.00, 0.07, 0.56, 0.11, 0.96, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
6247,  0,  249.840,  0.98,  1, 0.04, 0.00, 0.00, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.67, 0.54, 0.00, 0.00, 0.71, 0.44, 0.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
6248,  0,  249.880,  0.98,  1, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.68, 0.44, 0.00, 0.00, 0.79, 0.69, 0.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
6249,  0,  249.920,  0.98,  1, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.57, 0.36, 0.00, 0.00, 0.72, 0.92, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
6250,  0,  249.960,  0.98,  1, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.56, 0.23, 0.00, 0.00, 0.77, 0.77, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
6251,  0,  250.000,  0.98,  1, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.58, 0.16, 0.00, 0.00, 0.93, 0.47, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
6252,  0,  250.040,  0.98,  1, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.69, 0.18, 0.00, 0.00, 1.06, 0.18, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6253,  0,  250.080,  0.98,  1, 0.00, 0.00, 0.00, 0.04, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 0.75, 0.13, 0.00, 0.00, 1.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6254,  0,  250.120,  0.98,  1, 0.00, 0.00, 0.00, 0.03, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.74, 0.05, 0.00, 0.00, 1.31, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6255,  0,  250.160,  0.98,  1, 0.00, 0.00, 0.00, 0.03, 0.00, 0.06, 0.12, 0.00, 0.00, 0.00, 0.67, 0.00, 0.00, 0.00, 1.34, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6256,  0,  250.200,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.08, 0.14, 0.00, 0.00, 0.00, 0.56, 0.00, 0.00, 0.00, 1.32, 0.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6257,  0,  250.240,  0.98,  1, 0.03, 0.00, 0.00, 0.00, 0.00, 0.08, 0.17, 0.00, 0.00, 0.00, 0.45, 0.00, 0.00, 0.00, 1.21, 0.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6258,  0,  250.280,  0.98,  1, 0.04, 0.00, 0.00, 0.00, 0.00, 0.03, 0.18, 0.00, 0.00, 0.00, 0.46, 0.00, 0.00, 0.00, 1.08, 0.48, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6259,  0,  250.320,  0.98,  1, 0.04, 0.00, 0.00, 0.00, 0.01, 0.05, 0.22, 0.02, 0.00, 0.00, 0.58, 0.00, 0.00, 0.00, 0.98, 0.48, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6260,  0,  250.360,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.01, 0.05, 0.21, 0.04, 0.00, 0.00, 0.73, 0.00, 0.00, 0.00, 0.89, 0.53, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6261,  0,  250.400,  0.98,  1, 0.01, 0.00, 0.01, 0.00, 0.01, 0.12, 0.23, 0.05, 0.00, 0.00, 0.75, 0.00, 0.02, 0.00, 0.78, 0.58, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
6262,  0,  250.440,  0.98,  1, 0.35, 0.07, 0.20, 0.06, 0.13, 0.28, 0.30, 0.03, 0.00, 0.00, 0.81, 0.00, 0.02, 0.00, 0.74, 0.66, 0.83, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
6263,  0,  250.480,  0.98,  1, 0.62, 0.10, 0.30, 0.06, 0.28, 0.36, 0.35, 0.12, 0.00, 0.00, 0.78, 0.00, 0.02, 0.00, 0.81, 0.83, 1.53, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
6264,  0,  250.520,  0.98,  1, 0.77, 0.10, 0.36, 0.06, 0.48, 0.56, 0.47, 0.21, 0.02, 0.13, 0.76, 0.13, 0.08, 0.00, 0.85, 1.18, 1.82, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
6265,  0,  250.560,  0.98,  1, 0.46, 0.03, 0.17, 0.00, 0.56, 0.53, 0.52, 0.43, 0.05, 0.30, 0.47, 0.28, 0.23, 0.01, 0.78, 1.49, 1.50, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
6266,  0,  250.600,  0.98,  1, 0.25, 0.00, 0.07, 0.00, 0.56, 0.55, 0.54, 0.55, 0.11, 0.46, 0.29, 0.37, 0.40, 0.08, 0.64, 1.54, 1.14, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
6267,  0,  250.640,  0.98,  1, 0.23, 0.00, 0.00, 0.00, 0.49, 0.36, 0.51, 0.62, 0.12, 0.33, 0.31, 0.24, 0.32, 0.08, 0.94, 1.22, 0.80, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
6268,  0,  250.680,  0.98,  1, 0.40, 0.00, 0.00, 0.04, 0.29, 0.17, 0.45, 0.48, 0.10, 0.16, 0.47, 0.09, 0.17, 0.07, 1.23, 0.73, 0.54, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
6269,  0,  250.720,  0.98,  1, 0.55, 0.00, 0.00, 0.04, 0.14, 0.08, 0.43, 0.28, 0.03, 0.00, 0.49, 0.00, 0.00, 0.00, 1.56, 0.39, 0.30, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
6270,  0,  250.760,  0.98,  1, 0.61, 0.00, 0.00, 0.04, 0.02, 0.00, 0.32, 0.11, 0.00, 0.00, 0.42, 0.10, 0.00, 0.00, 1.51, 0.18, 0.26, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
6271,  0,  250.800,  0.98,  1, 0.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0.18, 0.02, 0.00, 0.00, 0.24, 0.22, 0.00, 0.00, 1.02, 0.08, 0.22, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
6272,  0,  250.840,  0.98,  1, 0.54, 0.00, 0.00, 0.00, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 0.13, 0.42, 0.00, 0.00, 0.50, 0.05, 0.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
6273,  0,  250.880,  0.98,  1, 0.45, 0.00, 0.00, 0.00, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.52, 0.00, 0.00, 0.07, 0.27, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
6274,  0,  250.920,  0.98,  1, 0.32, 0.00, 0.00, 0.00, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.56, 0.00, 0.01, 0.18, 0.76, 0.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
6275,  0,  250.960,  0.92,  1, 0.20, 0.00, 0.03, 0.00, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.48, 0.00, 0.14, 0.18, 1.25, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
6276,  0,  251.000,  0.98,  1, 0.09, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.50, 0.00, 0.14, 0.15, 1.37, 0.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
6277,  0,  251.040,  0.98,  1, 0.01, 0.00, 0.09, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.45, 0.57, 0.00, 0.13, 0.04, 1.04, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6278,  0,  251.080,  0.98,  1, 0.00, 0.00, 0.12, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.64, 0.70, 0.00, 0.00, 0.04, 0.51, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6279,  0,  251.120,  0.98,  1, 0.00, 0.00, 0.09, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.63, 0.66, 0.00, 0.00, 0.00, 0.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6280,  0,  251.160,  0.98,  1, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.05, 0.59, 0.61, 0.00, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6281,  0,  251.200,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.49, 0.58, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6282,  0,  251.240,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.33, 0.61, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6283,  0,  251.280,  0.98,  1, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.21, 0.14, 0.73, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6284,  0,  251.320,  0.98,  1, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.12, 0.04, 0.80, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6285,  0,  251.360,  0.98,  1, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.19, 0.01, 0.81, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
6286,  0,  251.400,  0.98,  1, 0.00, 0.00, 0.19, 0.00, 0.00, 0.12, 0.07, 0.00, 0.00, 0.20, 0.00, 0.79, 0.32, 0.00, 0.00, 0.00, 0.13, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
6287,  0,  251.440,  0.98,  1, 0.16, 0.00, 0.32, 0.00, 0.00, 0.17, 0.07, 0.00, 0.00, 0.14, 0.00, 0.69, 0.41, 0.00, 0.00, 0.00, 0.64, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
6288,  0,  251.480,  0.98,  1, 0.16, 0.00, 0.58, 0.00, 0.00, 0.18, 0.10, 0.00, 0.00, 0.11, 0.00, 0.84, 0.54, 0.00, 0.00, 0.00, 0.88, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
6289,  0,  251.520,  0.98,  1, 0.16, 0.00, 0.51, 0.00, 0.00, 0.05, 0.07, 0.00, 0.00, 0.09, 0.00, 0.91, 0.54, 0.00, 0.00, 0.00, 0.84, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
6290,  0,  251.560,  0.98,  1, 0.00, 0.00, 0.50, 0.00, 0.00, 0.01, 0.09, 0.00, 0.00, 0.14, 0.00, 1.04, 0.60, 0.01, 0.00, 0.00, 0.33, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
6291,  0,  251.600,  0.98,  1, 0.00, 0.00, 0.36, 0.00, 0.00, 0.00, 0.05, 0.00, 0.00, 0.10, 0.00, 1.08, 0.48, 0.01, 0.00, 0.03, 0.09, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
6292,  0,  251.640,  0.98,  1, 0.00, 0.00, 0.32, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.14, 0.00, 1.10, 0.39, 0.01, 0.00, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
